# LC-RV reference data -- mineral oil, annular-gap study.
# Source workbook: 'Rotational Viscometer Data.xlsx', sheet 'Sasanka Gylcerol and Oil' (columns O-39.5mm .. O-42.5mm).
# Instrument geometry for this dataset: cup inner diameter 45.0 mm, wetted bob height 25.0 mm.
# Bobs 39.5 / 40.5 / 41.5 / 42.5 mm give annular gaps 2.75 / 2.25 / 1.75 / 1.25 mm.
# load_cell_g is a single raw replicate reading. Every column prefixed 'wb_' is a value COMPUTED IN THE WORKBOOK for the whole RPM group and is repeated on each replicate row of that group; wb_ values are NOT independent measurements.
# The workbook used the narrow-gap model: wb_shear_rate_1s = omega*R_b/G and wb_shear_stress_Pa = F(N)/(2*pi*R_b*h), with F(N) = load_cell_g * 9.81 / 1000. These are reproduced exactly as published.
# FIGURE MAPPING: this sweep is the mineral-oil companion of the 45 mm cup 80 % glycerol gap sweep behind paper Fig. 3, recorded in the same session. No numbered figure plots it directly -- the paper's mineral-oil panels (Fig. 2) come from the 'Miriam' sheets, published here as stress-strain-summary.csv and load-cell-response-timeseries.csv.
fluid,concentration_pct,cup_id_mm,bob_diameter_mm,gap_mm,wetted_height_mm,rpm,rpm_nominal,replicate,load_cell_g,wb_group_mean_load_cell_g,wb_angular_velocity_rad_s,wb_bob_surface_velocity_m_s,wb_shear_rate_1s,wb_shear_stress_Pa,wb_viscosity_Pas,source_sheet,source_column
mineral oil,,45,39.5,2.75,25,180,180,7,0.73,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,8,0.73,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,9,0.73,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,10,0.74,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,11,0.73,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,12,0.71,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,13,0.74,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,14,0.73,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,180,180,15,0.7,0.7186666667,18.84955592,0.3722787295,135.3740834,2.272529514,0.01678703527,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,1,0.78,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,2,0.84,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,3,0.82,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,4,0.84,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,5,0.86,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,6,0.88,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,7,0.88,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,8,0.9,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,9,0.91,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,10,0.91,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,11,0.92,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,12,0.93,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,13,0.93,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,200,200,14,0.92,0.88,20.94395102,0.4136430327,150.4156483,2.7826892,0.01849999806,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,1,0.95,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,2,1.04,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,3,1.05,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,4,1.07,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,5,1.06,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,6,1.07,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,7,1.08,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,8,1.08,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,9,1.07,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,10,1.09,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,11,1.1,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,12,1.09,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
mineral oil,,45,39.5,2.75,25,220,220,13,1.07,1.064285714,23.03834613,0.455007336,165.4572131,3.365427686,0.02034016906,Sasanka Gylcerol and Oil,O-39.5mm
