# LC-RV reference data -- glycerol concentration series (20-100 % by mass).
# Source workbook: 'Rotational Viscometer Data.xlsx', sheet 'Sasanka Gylcerol and Oil 2' (columns G_100% 43mm .. G_20% 43mm).
# Instrument geometry: cup inner diameter 46.0 mm, bob 43.0 mm, annular gap 1.5 mm, wetted bob height 25.0 mm.
# BELOW-DETECTION CONVENTION: a load_cell_g of exactly 0 (and the small negative values in the 20-60 % columns) are GENUINE readings at or below the instrument's detection floor -- they are NOT missing data. An empty cell means no reading was recorded. Do not drop the zeros.
# load_cell_g is a single raw replicate reading. Columns prefixed 'wb_' are workbook-computed per-RPM-group values, repeated on every replicate row of that group.
# wb_series_mean_viscosity_Pas / wb_series_sd_viscosity_Pas are the workbook's mean and SD of wb_viscosity_Pas over the whole 120-400 RPM sweep for that concentration. wb_literature_viscosity_Pas is the reference value the workbook compared against (see data/README.md -- these are 25 C Sheely values except the 100 % entry).
# Workbook model (as published): wb_shear_rate_1s = omega*R_b/G, wb_shear_stress_Pa = F(N)/(2*pi*R_b*h), with F(N) = load_cell_g * 9.81 / 1000.
# Corresponds to paper Fig. 4A (shear stress vs shear rate) and Fig. 4B (measured vs literature viscosity bars).
fluid,concentration_pct,cup_id_mm,bob_diameter_mm,gap_mm,wetted_height_mm,rpm,rpm_nominal,replicate,load_cell_g,wb_group_mean_load_cell_g,wb_angular_velocity_rad_s,wb_bob_surface_velocity_m_s,wb_shear_rate_1s,wb_shear_stress_Pa,wb_viscosity_Pas,source_sheet,source_column,wb_series_mean_viscosity_Pas,wb_series_sd_viscosity_Pas,wb_literature_viscosity_Pas
glycerol,60,46,43,1.5,25,120,120,14,0,0,12.56637061,0.2701769682,180.1179788,0,0,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,120,120,15,0,0,12.56637061,0.2701769682,180.1179788,0,0,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,120,120,16,0,0,12.56637061,0.2701769682,180.1179788,0,0,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,1,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,2,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,3,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,4,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,5,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,6,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,7,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,8,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,9,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,10,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,11,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,12,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,13,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,14,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,15,0,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,16,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,17,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,18,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,19,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,130.04,130,20,0.01,0.003,13.61356817,0.2926917156,195.1278104,0.008714288326,4.465938663e-05,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,1,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,2,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,3,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,4,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,5,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,6,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,7,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,8,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,9,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,10,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,11,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,12,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,13,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,14,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,15,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,16,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,17,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,18,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,19,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,140.06,140,20,0.01,0.01,14.66076572,0.3152064629,210.1376419,0.02904762775,0.0001382314348,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,1,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,2,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,3,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,4,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,5,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,6,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,7,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,8,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,9,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,10,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,11,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,12,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,13,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,14,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,15,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,16,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,17,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,18,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,19,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,150,150,20,0.01,0.01,15.70796327,0.3377212103,225.1474735,0.02904762775,0.0001290160058,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,1,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,2,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,3,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,4,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,5,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,6,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,7,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,8,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,9,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,10,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,11,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,12,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,13,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,14,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,15,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,16,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,17,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,18,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,19,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,160,160,20,0.01,0.01,16.75516082,0.3602359576,240.1573051,0.02904762775,0.0001209525055,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,1,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,2,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,3,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,4,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,5,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,6,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,7,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,8,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,9,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,10,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,11,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,12,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,13,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,14,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,15,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,16,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,17,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,18,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,19,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,170.07,170,20,0.01,0.01,17.80235837,0.382750705,255.1671366,0.02904762775,0.0001138376522,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,1,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,2,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,3,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,4,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,5,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,6,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,7,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,8,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,9,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,10,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,11,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,12,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,13,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
glycerol,60,46,43,1.5,25,180.07,180,14,0.01,0.01,18.84955592,0.4052654523,270.1769682,0.02904762775,0.0001075133382,Sasanka Gylcerol and Oil 2,G_60% 43mm,0.004823126089,0.0001538127667,0.00882
