# LC-RV reference data -- glycerol concentration series (20-100 % by mass).
# Source workbook: 'Rotational Viscometer Data.xlsx', sheet 'Sasanka Gylcerol and Oil 2' (columns G_100% 43mm .. G_20% 43mm).
# Instrument geometry: cup inner diameter 46.0 mm, bob 43.0 mm, annular gap 1.5 mm, wetted bob height 25.0 mm.
# BELOW-DETECTION CONVENTION: a load_cell_g of exactly 0 (and the small negative values in the 20-60 % columns) are GENUINE readings at or below the instrument's detection floor -- they are NOT missing data. An empty cell means no reading was recorded. Do not drop the zeros.
# load_cell_g is a single raw replicate reading. Columns prefixed 'wb_' are workbook-computed per-RPM-group values, repeated on every replicate row of that group.
# wb_series_mean_viscosity_Pas / wb_series_sd_viscosity_Pas are the workbook's mean and SD of wb_viscosity_Pas over the whole 120-400 RPM sweep for that concentration. wb_literature_viscosity_Pas is the reference value the workbook compared against (see data/README.md -- these are 25 C Sheely values except the 100 % entry).
# Workbook model (as published): wb_shear_rate_1s = omega*R_b/G, wb_shear_stress_Pa = F(N)/(2*pi*R_b*h), with F(N) = load_cell_g * 9.81 / 1000.
# Corresponds to paper Fig. 4A (shear stress vs shear rate) and Fig. 4B (measured vs literature viscosity bars).
fluid,concentration_pct,cup_id_mm,bob_diameter_mm,gap_mm,wetted_height_mm,rpm,rpm_nominal,replicate,load_cell_g,wb_group_mean_load_cell_g,wb_angular_velocity_rad_s,wb_bob_surface_velocity_m_s,wb_shear_rate_1s,wb_shear_stress_Pa,wb_viscosity_Pas,source_sheet,source_column,wb_series_mean_viscosity_Pas,wb_series_sd_viscosity_Pas,wb_literature_viscosity_Pas
glycerol,100,46,43,1.5,25,360.14,360,5,47.01,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,6,47.03,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,7,47.09,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,8,47.03,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,9,46.98,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,10,46.92,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,11,47.03,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,12,46.87,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,13,46.86,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,14,46.92,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,15,46.88,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,16,46.77,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,17,46.83,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,18,46.83,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,19,46.77,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,360.14,360,20,46.76,46.9035,37.69911184,0.8105309046,540.3539364,136.2435408,0.2521375929,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,1,47.02,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,2,47.69,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,3,47.81,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,4,47.75,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,5,47.76,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,6,47.74,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,7,47.7,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,8,47.62,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,9,47.6,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,10,47.61,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,11,47.67,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,12,47.59,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,13,47.54,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,14,47.51,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,15,47.53,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,16,47.49,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,17,47.44,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,18,47.39,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,19,47.41,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,370.37,370,20,47.4,47.5635,38.74630939,0.833045652,555.363768,138.1606843,0.2487751132,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,1,47.63,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,2,48.28,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,3,48.41,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,4,48.3,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,5,48.33,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,6,48.34,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,7,48.33,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,8,48.19,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,9,48.22,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,10,48.25,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,11,48.16,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,12,48.16,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,13,48.15,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,14,48.19,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,15,48.06,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,16,48.04,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,17,48.02,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,18,48.03,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,19,48.01,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,380.23,380,20,47.96,48.153,39.79350695,0.8555603993,570.3735996,139.8730419,0.2452305682,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,1,48.22,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,2,48.81,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,3,48.9,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,4,48.87,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,5,48.83,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,6,48.83,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,7,48.82,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,8,48.8,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,9,48.79,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,10,48.82,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,11,48.82,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,12,48.79,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,13,48.76,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,14,48.75,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,15,48.65,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,16,48.59,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,17,48.56,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,18,48.58,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,19,48.58,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,390.12,390,20,48.57,48.717,40.8407045,0.8780751467,585.3834311,141.5113281,0.2417412598,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,1,48.78,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,2,49.43,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,3,49.54,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,4,49.53,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,5,49.52,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,6,49.5,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,7,49.46,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,8,49.43,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,9,49.41,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,10,49.39,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,11,49.39,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,12,49.39,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,13,49.38,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,14,49.35,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,15,49.35,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,16,49.35,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,17,49.31,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,18,49.3,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,19,49.32,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,100,46,43,1.5,25,400,400,20,49.31,49.372,41.88790205,0.900589894,600.3932627,143.4139477,0.238866684,Sasanka Gylcerol and Oil 2,G_100% 43mm,0.2733249788,0.0168815546,0.624
glycerol,80,46,43,1.5,25,120,120,1,0.51,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,2,0.62,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,3,1.56,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,4,1.59,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,5,1.6,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,6,1.6,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,7,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,8,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,9,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,10,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,11,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,12,1.6,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,13,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,14,1.61,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,15,1.6,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,120,120,16,1.6,1.471875,12.56637061,0.2701769682,180.1179788,4.27544771,0.0237369292,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,1,1.6,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,2,1.68,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,3,1.73,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,4,1.74,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,5,1.74,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,6,1.74,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,7,1.74,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
glycerol,80,46,43,1.5,25,130.04,130,8,1.75,1.7385,13.61356817,0.2926917156,195.1278104,5.049930085,0.02588011455,Sasanka Gylcerol and Oil 2,G_80% 43mm,0.02453424707,0.001004391135,0.04586
