# LC-RV reference data -- 80 % glycerol, annular-gap study.
# Two independent runs are pooled here and are distinguished by source_sheet and cup_id_mm:
#   (1) sheet 'Sasanka Gylcerol and Oil'   -- cup ID 45.0 mm, bobs 39.5/40.5/41.5/42.5 mm, gaps 2.75/2.25/1.75/1.25 mm.  Paper Fig. 3 (all gaps < 3 mm collapse onto one line).
#   (2) sheet 'Sasanka Gylcerol and Oil 2' -- cup ID 46.0 mm, bobs 43/40/37/34 mm, gaps 1.5/3.0/4.5/6.0 mm.  Paper SFig. 2 (gaps from 1.5 mm to 6 mm).
# CAVEAT ON concentration_pct: run (2) is labelled 'G_80% <bob>' in the workbook, so 80 % is explicit. Run (1) is labelled only 'G-<bob>mm'; 80 % is assigned from the manuscript statement that the annular-gap study was performed with an 80 % glycerol solution. The two runs give different absolute viscosities (~0.037 vs ~0.024 Pa.s) -- see data/README.md.
# Wetted bob height 25.0 mm in both runs.
# load_cell_g is a single raw replicate reading. Every column prefixed 'wb_' is a value COMPUTED IN THE WORKBOOK for the whole RPM group and is repeated on each replicate row of that group.
# Workbook model (as published): wb_shear_rate_1s = omega*R_b/G, wb_shear_stress_Pa = F(N)/(2*pi*R_b*h), with F(N) = load_cell_g * 9.81 / 1000.
# BELOW-DETECTION CONVENTION: load_cell_g values of exactly 0 (and the few small negatives) in the 34 / 37 / 40 mm bob columns are GENUINE at-or-below-detection readings, not missing data. An empty cell means no reading was recorded.
fluid,concentration_pct,cup_id_mm,bob_diameter_mm,gap_mm,wetted_height_mm,rpm,rpm_nominal,replicate,load_cell_g,wb_group_mean_load_cell_g,wb_angular_velocity_rad_s,wb_bob_surface_velocity_m_s,wb_shear_rate_1s,wb_shear_stress_Pa,wb_viscosity_Pas,source_sheet,source_column
glycerol,80,45,39.5,2.75,25,160,160,9,1.46,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,10,1.47,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,11,1.49,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,12,1.5,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,13,1.49,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,14,1.48,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,160,160,15,1.48,1.472,16.75516082,0.3309144262,120.3325186,4.654680117,0.03868181412,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,1,1.54,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,2,1.69,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,3,1.69,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,4,1.71,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,5,1.71,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,6,1.7,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,7,1.71,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,8,1.7,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,9,1.7,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,10,1.68,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,11,1.68,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,12,1.69,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,13,1.7,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,14,1.68,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,180,180,15,1.64,1.681333333,18.84955592,0.3722787295,135.3740834,5.316622851,0.0392735649,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,1,1.68,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,2,1.74,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,3,1.85,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,4,1.85,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,5,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,6,1.86,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,7,1.86,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,8,1.86,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,9,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,10,1.88,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,11,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,12,1.88,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,13,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,14,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,15,1.88,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,16,1.87,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,200,200,17,1.86,1.848235294,20.94395102,0.4136430327,150.4156483,5.844391355,0.03885494244,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,1,2.06,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,2,2.24,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,3,2.26,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,4,2.25,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,5,2.25,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,6,2.27,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,7,2.26,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,8,2.25,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,9,2.25,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,10,2.24,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,11,2.23,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,12,2.25,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,13,2.26,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,14,2.24,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,220,220,15,2.24,2.236666667,23.03834613,0.455007336,165.4572131,7.072668384,0.04274620763,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,1,2.19,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,2,2.27,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,3,2.34,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,4,2.37,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,5,2.37,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,6,2.36,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,7,2.36,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,8,2.39,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,9,2.4,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,10,2.41,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,11,2.39,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,12,2.36,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,13,2.39,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,14,2.39,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,240,240,15,2.39,2.358666667,25.13274123,0.4963716393,180.4987779,7.458450296,0.04132133404,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,1,2.4,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,2,2.5,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,3,2.53,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,4,2.53,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,5,2.52,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,6,2.52,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,7,2.5,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,8,2.48,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,9,2.47,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,10,2.48,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,11,2.49,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,12,2.49,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,13,2.48,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,14,2.48,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,260,260,15,2.47,2.489333333,27.22713633,0.5377359425,195.5403427,7.871637481,0.04025582328,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,1,2.48,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,2,2.6,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,3,2.66,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,4,2.67,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,5,2.68,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,6,2.67,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,7,2.65,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,8,2.64,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,9,2.65,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,10,2.67,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,11,2.66,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,12,2.66,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,13,2.65,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,14,2.63,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,280,280,15,2.62,2.639333333,29.32153143,0.5791002458,210.5819076,8.345959503,0.03963284216,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,1,2.67,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,2,2.81,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,3,2.8,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,4,2.8,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,5,2.81,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,6,2.83,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,7,2.83,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,8,2.82,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,9,2.82,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
glycerol,80,45,39.5,2.75,25,300,300,10,2.82,2.811428571,31.41592654,0.6204645491,225.6234724,8.890149913,0.03940259326,Sasanka Gylcerol and Oil,G-39.5mm
